"","Suburb","Rooms","Type","Price","Method","SellerG","Date","Distance","Bathroom","Car","Landsize","BuildingArea","YearBuilt","CouncilArea","Lattitude","Longtitude","Regionname","Propertycount"
"33341","Fitzroy North",3,"h",1875000,"S","hockingstuart","17/03/2018",3.6,2,2,560,183,1980,"Moreland City Council",-37.77501,144.98491,"Northern Metropolitan","6244"
"33344","Flemington",3,"h",1120000,"S","Nelson","17/03/2018",3.4,1,0,209,143,1890,"Melbourne City Council",-37.78346,144.9283,"Northern Metropolitan","3593"
"33349","Footscray",4,"h",850000,"SP","Jas","17/03/2018",5.1,1,2,388,102,1920,"Maribyrnong City Council",-37.79419,144.89618,"Western Metropolitan","7570"
"33352","Frankston",3,"h",686000,"S","Barry","17/03/2018",38,2,2,692,105,1920,"Frankston City Council",-38.14291,145.1355,"South-Eastern Metropolitan","17055"
"33359","Gladstone Park",3,"h",7e+05,"S","Ray","17/03/2018",12.9,2,1,591,19,1970,"Hume City Council",-37.68479,144.89602,"Western Metropolitan","3285"
"33361","Glen Huntly",4,"h",1900000,"VB","hockingstuart","17/03/2018",10.1,2,2,617,207,1950,"Glen Eira City Council",-37.89042,145.04058,"Southern Metropolitan","2403"
"33379","Glenroy",3,"h",880000,"PI","Nelson","17/03/2018",11.2,2,3,619,140,1950,"Moreland City Council",-37.70994,144.90987,"Northern Metropolitan","8870"
"33380","Glenroy",3,"h",550000,"VB","Stockdale","17/03/2018",11.2,1,1,308,93,1950,"Moreland City Council",-37.6988,144.93355,"Northern Metropolitan","8870"
"33382","Gowanbrae",3,"h",665000,"S","Nelson","17/03/2018",12.9,2,2,217,134,2003,"Moreland City Council",-37.70864,144.89595,"Western Metropolitan","1071"
"33383","Gowanbrae",3,"h",770000,"PI","Nelson","17/03/2018",12.9,2,2,450,186,2000,"Moreland City Council",-37.70703,144.89501,"Western Metropolitan","1071"
"33384","Greensborough",4,"h",1120000,"S","Morrison","17/03/2018",16.1,2,2,771,197,1980,"Banyule City Council",-37.69216,145.11166,"Northern Metropolitan","8524"
"33388","Greensborough",3,"h",808000,"S","Buckingham","17/03/2018",16.1,1,2,581,120,1970,"Banyule City Council",-37.71636,145.10116,"Northern Metropolitan","8524"
"33390","Greensborough",4,"h",930000,"PI","Ray","17/03/2018",16.1,2,4,920,151,1995,"Banyule City Council",-37.68286,145.12333,"Northern Metropolitan","8524"
"33391","Greensborough",5,"h",931000,"SP","Darren","17/03/2018",16.1,3,2,533,256,1985,"Banyule City Council",-37.71897,145.10378,"Northern Metropolitan","8524"
"33394","Greenvale",3,"h",588000,"S","Ray","17/03/2018",20.4,2,2,313,121,2015,"Hume City Council",-37.61354,144.88646,"Northern Metropolitan","4864"
"33396","Greenvale",5,"h",8e+05,"SP","Jason","17/03/2018",20.4,2,3,870,317,1999,"Hume City Council",-37.64775,144.9034,"Northern Metropolitan","4864"
"33398","Greenvale",4,"h",677000,"S","Ray","17/03/2018",20.4,2,2,312,0,2013,"Hume City Council",-37.62439,144.88629,"Northern Metropolitan","4864"
"33399","Greenvale",3,"h",703000,"S","Ray","17/03/2018",20.4,2,2,415,177,2015,"Hume City Council",-37.62525,144.87738,"Northern Metropolitan","4864"
"33400","Hadfield",3,"h",685000,"SP","Barry","17/03/2018",11.2,1,2,550,107,1970,"Moreland City Council",-37.70202,144.94064,"Northern Metropolitan","2606"
"33412","Hawthorn",4,"h",3500000,"VB","Kay","17/03/2018",5.3,2,2,660,294,1910,"Boroondara City Council",-37.81706,145.04341,"Southern Metropolitan","11308"
"33422","Hawthorn East",4,"h",3575000,"S","Kay","17/03/2018",6.2,2,2,667,310,1988,"Boroondara City Council",-37.83738,145.05106,"Southern Metropolitan","6482"
"33423","Heathmont",4,"h",1050000,"S","Fletchers","17/03/2018",21.3,3,4,893,250,1969,"Maroondah City Council",-37.828,145.25283,"Eastern Metropolitan","3794"
"33424","Heidelberg Heights",4,"h",1320000,"S","Nelson","17/03/2018",8.8,2,4,811,145,1930,"Banyule City Council",-37.74724,145.05528,"Eastern Metropolitan","2947"
"33431","Hillside",5,"h",650000,"PI","Barry","17/03/2018",18,2,2,666,157,1998,"Brimbank City Council",-37.70382,144.75342,"Western Metropolitan","5556"
"33432","Hillside",4,"h",640000,"PI","Prof.","17/03/2018",18,2,4,650,180,2001,"Brimbank City Council",-37.69971,144.74623,"Western Metropolitan","5556"
"33433","Hillside",3,"h",550000,"SP","Prof.","17/03/2018",18,2,1,474,159,1995,"Brimbank City Council",-37.68944,144.74707,"Western Metropolitan","5556"
"33434","Hoppers Crossing",3,"h",482500,"S","Greg","17/03/2018",18.4,1,6,624,112,1980,"Wyndham City Council",-37.89091,144.68096,"Western Metropolitan","13830"
"33437","Hoppers Crossing",3,"h",530000,"S","hockingstuart","17/03/2018",18.4,1,3,748,122,1990,"Wyndham City Council",-37.86505,144.69352,"Western Metropolitan","13830"
"33438","Hoppers Crossing",3,"h",473000,"S","YPA","17/03/2018",18.4,2,1,392,108,2000,"Wyndham City Council",-37.85095,144.67452,"Western Metropolitan","13830"
"33441","Hoppers Crossing",3,"h",475000,"S","Wyndham","17/03/2018",18.4,1,1,345,180,2003,"Wyndham City Council",-37.87161,144.69305,"Western Metropolitan","13830"
"33442","Hughesdale",4,"h",815000,"S","Ray","17/03/2018",12.3,2,2,455,170,1900,"Monash City Council",-37.9016,145.08294,"Southern Metropolitan","3145"
"33447","Jacana",3,"h",615000,"S","RW","17/03/2018",14,1,1,757,115,1975,"Hume City Council",-37.6899,144.91092,"Northern Metropolitan","851"
"33452","Kealba",4,"h",668500,"S","Barry","17/03/2018",14,2,2,365,146,2012,"Brimbank City Council",-37.72971,144.82654,"Western Metropolitan","1202"
"33455","Keilor East",5,"h",1080000,"VB","Nelson","17/03/2018",11.7,3,2,547,348,1970,"Brimbank City Council",-37.75014,144.87182,"Western Metropolitan","5629"
"33462","Kew",4,"h",1925000,"VB","Jellis","17/03/2018",5.4,2,2,612,196,1930,"Boroondara City Council",-37.80166,145.04333,"Southern Metropolitan","10331"
"33467","Kew",5,"h",2600000,"VB","Marshall","17/03/2018",5.4,2,2,660,221,1915,"Boroondara City Council",-37.80427,145.03464,"Southern Metropolitan","10331"
"33470","Kew",4,"h",3900000,"PI","Jellis","17/03/2018",5.4,3,3,774,115,2004,"Boroondara City Council",-37.81152,145.04885,"Southern Metropolitan","10331"
"33476","Kew East",4,"h",2400000,"VB","Jellis","17/03/2018",7.3,2,2,808,280,1939,"Boroondara City Council",-37.78783,145.06274,"Southern Metropolitan","2671"
"33480","Kings Park",3,"h",585000,"SP","Frank","17/03/2018",14,1,4,706,18,1985,"Brimbank City Council",-37.74012,144.7718,"Western Metropolitan","2878"
"33482","Kingsville",4,"h",1480000,"VB","Village","17/03/2018",6.4,2,2,373,150,1915,"Maribyrnong City Council",-37.8117,144.87925,"Western Metropolitan","1808"
"33494","Maidstone",3,"h",830000,"VB","Biggin","17/03/2018",6.4,1,2,427,123,1960,"Maribyrnong City Council",-37.77916,144.87998,"Western Metropolitan","3873"
"33499","Malvern",5,"h",6300000,"S","RT","17/03/2018",5.9,4,4,900,435,1930,"Stonnington City Council",-37.84802,145.03341,"Southern Metropolitan","4675"
"33507","Maribyrnong",2,"h",527000,"SP","Sweeney","17/03/2018",4.3,1,1,4627,70,1911,"Maribyrnong City Council",-37.77394,144.88112,"Western Metropolitan","4918"
"33514","Meadow Heights",3,"h",480000,"PI","Barry","17/03/2018",17.4,2,1,470,115,1990,"Hume City Council",-37.64676,144.91356,"Northern Metropolitan","4704"
"33520","Melton South",3,"h",443000,"S","hockingstuart","17/03/2018",29.8,1,3,603,114,1975,"Melton City Council",-37.70478,144.57211,"Western Victoria","4718"
"33521","Melton West",3,"h",465000,"SP","FN","17/03/2018",31.7,2,5,879,169,1990,"Melton City Council",-37.66952,144.55359,"Northern Victoria","6065"
"33524","Mentone",4,"h",1535000,"VB","Buxton","17/03/2018",20,2,2,604,192,1940,"Kingston City Council",-37.97575,145.0575,"South-Eastern Metropolitan","6162"
"33526","Mernda",4,"h",720000,"SP","HAR","17/03/2018",25.9,2,2,553,193,2010,"Whittlesea City Council",-37.60786,145.08913,"Northern Metropolitan","5812"
"33530","Middle Park",4,"h",2650000,"S","Cayzer","17/03/2018",3,2,0,199,192,1900,"Port Phillip City Council",-37.85372,144.96579,"Southern Metropolitan","2019"
"33539","Mill Park",3,"h",620000,"S","Ray","17/03/2018",17.9,2,2,604,136,1985,"Whittlesea City Council",-37.67145,145.0478,"Northern Metropolitan","10529"
"33547","Mont Albert",4,"h",2300000,"VB","Marshall","17/03/2018",10.2,3,1,553,250,1927,"Boroondara City Council",-37.81465,145.10415,"Eastern Metropolitan","2079"
"33552","Moonee Ponds",4,"h",1835000,"S","Jellis","17/03/2018",6.2,2,1,438,183,1910,"Moonee Valley City Council",-37.77011,144.92881,"Western Metropolitan","6232"
"33555","Moonee Ponds",4,"h",1800000,"S","McDonald","17/03/2018",6.2,2,2,550,174,1940,"Moonee Valley City Council",-37.7677,144.91107,"Western Metropolitan","6232"
"33574","Mount Waverley",3,"h",1e+06,"S","McGrath/First","17/03/2018",14.2,1,2,660,150,1968,"Monash City Council",-37.88811,145.11153,"Eastern Metropolitan","13366"
"33575","Mount Waverley",3,"h",1400000,"PI","Barry","17/03/2018",14.2,1,2,724,139,1960,"Monash City Council",-37.86824,145.128,"Eastern Metropolitan","13366"
"33577","Mount Waverley",4,"h",1500000,"PI","McGrath","17/03/2018",14.2,2,2,673,259,2015,"Monash City Council",-37.89003,145.13272,"Eastern Metropolitan","13366"
"33585","Newport",5,"h",1680000,"S","Williams","17/03/2018",6.2,2,3,479,250,2015,"Hobsons Bay City Council",-37.84456,144.87459,"Western Metropolitan","5498"
"33587","Newport",2,"h",850000,"VB","Greg","17/03/2018",6.2,1,2,173,107,2009,"Hobsons Bay City Council",-37.84426,144.87911,"Western Metropolitan","5498"
"33589","Newport",3,"h",1030000,"SP","hockingstuart","17/03/2018",6.2,1,3,528,110,1950,"Hobsons Bay City Council",-37.84089,144.86617,"Western Metropolitan","5498"
"33593","Niddrie",4,"h",1340000,"S","Nelson","17/03/2018",10.4,3,2,344,270,2009,"Moonee Valley City Council",-37.73779,144.88392,"Western Metropolitan","2291"
"33594","Niddrie",4,"h",1300000,"VB","Nelson","17/03/2018",10.4,3,2,314,270,2017,"Moonee Valley City Council",-37.741,144.88474,"Western Metropolitan","2291"
"33599","North Melbourne",3,"h",1270000,"S","Peter","17/03/2018",1.8,2,2,214,137,2004,"Melbourne City Council",-37.79025,144.94093,"Northern Metropolitan","6821"
"33601","Northcote",2,"h",940000,"S","Nelson","17/03/2018",5.3,1,1,130,73,1900,"Darebin City Council",-37.77018,144.99969,"Northern Metropolitan","11364"
"33608","Northcote",3,"h",1225000,"VB","McGrath","17/03/2018",5.3,1,1,222,108,1900,"Darebin City Council",-37.78323,145.00957,"Northern Metropolitan","11364"
"33609","Northcote",3,"h",2125000,"S","Jellis","17/03/2018",5.3,1,1,423,127,1930,"Darebin City Council",-37.78207,144.99348,"Northern Metropolitan","11364"
"33626","Parkdale",4,"h",1100000,"VB","Buxton","17/03/2018",21.5,2,2,650,215,1970,"Kingston City Council",-37.9941,145.08355,"South-Eastern Metropolitan","5087"
"33633","Pascoe Vale",4,"h",863000,"SP","Jellis","17/03/2018",8.5,2,2,283,168,2000,"Moreland City Council",-37.72196,144.93017,"Northern Metropolitan","7485"
"33639","Patterson Lakes",4,"h",975000,"PI","Buxton","17/03/2018",31.2,2,2,460,236,2010,"Kingston City Council",-38.06049,145.14094,"South-Eastern Metropolitan","3351"
"33643","Point Cook",4,"h",830000,"SP","Barry","17/03/2018",14.7,2,2,700,235,2010,"Wyndham City Council",-37.90265,144.7522,"Western Metropolitan","15542"
"33657","Prahran",2,"h",1350000,"S","Biggin","17/03/2018",4.6,2,0,164,135,1915,"Stonnington City Council",-37.85277,145.00129,"Southern Metropolitan","7717"
"33662","Preston",2,"t",635000,"S","Ray","17/03/2018",8.4,1,2,152,110,2005,"Darebin City Council",-37.74542,145.00086,"Northern Metropolitan","14577"
"33663","Preston",3,"h",1e+06,"S","Nelson","17/03/2018",8.4,1,1,353,112,1925,"Darebin City Council",-37.74064,145.00746,"Northern Metropolitan","14577"
"33664","Preston",3,"h",1250000,"PI","McGrath","17/03/2018",8.4,2,1,206,108,1890,"Darebin City Council",-37.74731,145.00751,"Northern Metropolitan","14577"
"33676","Reservoir",2,"h",445000,"S","Ray","17/03/2018",12,1,1,144,95,2002,"Darebin City Council",-37.69824,145.02372,"Northern Metropolitan","21650"
"33689","Richmond",3,"h",1798000,"S","Biggin","17/03/2018",2.4,2,1,144,145,1998,"Yarra City Council",-37.82467,145.0127,"Northern Metropolitan","14949"
"33693","Richmond",3,"t",1150000,"SP","Jellis","17/03/2018",2.4,2,1,104,118,2002,"Yarra City Council",-37.81471,145.0086,"Northern Metropolitan","14949"
"33694","Richmond",3,"h",2210000,"S","hockingstuart","17/03/2018",2.4,3,2,285,218,1930,"Yarra City Council",-37.81415,145.00381,"Northern Metropolitan","14949"
"33709","Ringwood",4,"h",955000,"PI","Ray","17/03/2018",19.9,3,6,710,277,1970,"Maroondah City Council",-37.81519,145.21356,"Eastern Metropolitan","7785"
"33728","Roxburgh Park",4,"h",6e+05,"PI","HAR","17/03/2018",20.6,2,2,517,224,1996,"Hume City Council",-37.63522,144.92848,"Northern Metropolitan","5833"
"33734","Seaford",3,"h",955000,"S","Harcourts","17/03/2018",35.4,2,2,1000,197,1958,"Frankston City Council",-38.11526,145.12831,"South-Eastern Metropolitan","8077"
"33736","Seddon",3,"h",1020000,"VB","Jas","17/03/2018",5.1,1,0,213,97,1900,"Maribyrnong City Council",-37.80563,144.89352,"Western Metropolitan","2417"
"33738","South Kingsville",4,"h",1030000,"SP","Jas","17/03/2018",6.2,3,2,212,192,2013,"Hobsons Bay City Council",-37.83187,144.87164,"Western Metropolitan","984"
"33751","South Morang",4,"h",702000,"S","Barry","17/03/2018",20.5,2,2,714,245,2007,"Whittlesea City Council",-37.62287,145.0906,"Northern Metropolitan","7969"
"33752","South Yarra",3,"h",2160000,"S","Jellis","17/03/2018",2.7,2,0,217,175,1930,"Melbourne City Council",-37.84305,144.98701,"Southern Metropolitan","14887"
"33768","Springvale",3,"h",1120000,"PI","LJ","17/03/2018",20.8,1,2,875,134,1950,"Greater Dandenong City Council",-37.94282,145.15888,"South-Eastern Metropolitan","7412"
"33772","St Albans",3,"h",475000,"S","Barry","17/03/2018",14,1,1,478,103,1968,"Brimbank City Council",-37.75501,144.80459,"Western Metropolitan","14042"
"33779","St Kilda",4,"h",3600000,"VB","Marshall","17/03/2018",5,2,1,596,293,1880,"Port Phillip City Council",-37.86429,144.97382,"Southern Metropolitan","13240"
"33781","Strathmore",5,"h",3300000,"S","Nelson","17/03/2018",8.2,5,2,1076,397,2015,"Moonee Valley City Council",-37.73896,144.92131,"Western Metropolitan","3284"
"33785","Sunbury",4,"h",592000,"SP","One","17/03/2018",31.7,2,2,609,169,2000,"Hume City Council",-37.58752,144.69896,"Western Metropolitan","14092"
"33786","Sunbury",3,"h",545000,"SP","One","17/03/2018",31.7,1,3,651,103,1980,"Hume City Council",-37.58776,144.7117,"Western Metropolitan","14092"
"33795","Sunshine North",2,"h",6e+05,"PI","Douglas","17/03/2018",10.5,1,2,612,95,1970,"Brimbank City Council",-37.76914,144.82632,"Western Metropolitan","4217"
"33797","Sunshine North",3,"h",695000,"S","Douglas","17/03/2018",10.5,1,2,697,120,1964,"Brimbank City Council",-37.76374,144.82401,"Western Metropolitan","4217"
"33799","Sunshine West",3,"h",760000,"S","Barry","17/03/2018",10.5,1,1,603,116,1955,"Brimbank City Council",-37.79146,144.82045,"Western Metropolitan","6763"
"33801","Sunshine West",3,"t",535000,"PI","Douglas","17/03/2018",10.5,2,2,166,134,2013,"Brimbank City Council",-37.79498,144.79227,"Western Metropolitan","6763"
"33802","Sunshine West",3,"t",510000,"PI","Barry","17/03/2018",10.5,1,1,152,105,2013,"Brimbank City Council",-37.79057,144.82188,"Western Metropolitan","6763"
"33810","Surrey Hills",4,"h",2665000,"SP","hockingstuart","17/03/2018",10.2,3,2,444,241,1910,"Boroondara City Council",-37.82144,145.09627,"Southern Metropolitan","5457"
"33813","Tarneit",3,"h",465000,"SA","YPA","17/03/2018",18.4,2,2,355,142,2008,"Wyndham City Council",-37.84869,144.66707,"Western Metropolitan","10160"
"33815","Taylors Hill",4,"h",720000,"PI","Barry","17/03/2018",18,2,2,601,208,2005,"Melton City Council",-37.71823,144.75695,"Western Metropolitan","4242"
"33816","Taylors Hill",3,"h",655000,"S","YPA","17/03/2018",18,2,2,621,654,1998,"Melton City Council",-37.71542,144.75897,"Western Metropolitan","4242"
"33819","Templestowe",4,"h",1370000,"VB","Fletchers","17/03/2018",15.5,2,2,781,269,1980,"Manningham City Council",-37.75726,145.14123,"Eastern Metropolitan","6202"
"33820","Templestowe",3,"h",1496000,"S","Fletchers","17/03/2018",15.5,2,2,722,262,1975,"Manningham City Council",-37.77459,145.14123,"Eastern Metropolitan","6202"
"33833","Thornbury",3,"h",1530000,"S","Jellis","17/03/2018",7,1,2,442,127,1950,"Darebin City Council",-37.76113,144.99212,"Northern Metropolitan","8870"
"33837","Thornbury",2,"h",816000,"S","Love","17/03/2018",7,1,2,166,87,1994,"Darebin City Council",-37.75773,144.98542,"Northern Metropolitan","8870"
"33839","Thornbury",3,"h",1185000,"S","Woodards","17/03/2018",7,2,2,313,124,1910,"Darebin City Council",-37.75879,144.99196,"Northern Metropolitan","8870"
"33841","Toorak",3,"h",2300000,"PI","RT","17/03/2018",4.1,2,1,230,181,1930,"Stonnington City Council",-37.84387,145.00687,"Southern Metropolitan","7217"
"33845","Travancore",2,"h",972000,"S","Nelson","17/03/2018",4.3,1,4,315,82,1930,"Moonee Valley City Council",-37.7778,144.93439,"Western Metropolitan","1052"
"33854","Vermont South",3,"h",1120000,"SP","Ray","17/03/2018",17.2,2,2,647,145,1980,"Whitehorse City Council",-37.85785,145.17049,"Eastern Metropolitan","4280"
"33855","Viewbank",4,"h",1150000,"VB","Miles","17/03/2018",8.9,2,2,585,215,1980,"Banyule City Council",-37.74127,145.08848,"Eastern Metropolitan","2698"
"33861","Wantirna South",3,"h",980000,"S","Harcourts","17/03/2018",14.7,2,2,650,156,1985,"Knox City Council",-37.88812,145.22391,"Eastern Metropolitan","7082"
"33864","Warrandyte",5,"h",3250000,"S","Barry","17/03/2018",21.1,3,6,4330,417,1985,"Manningham City Council",-37.76192,145.19617,"Eastern Metropolitan","2003"
"33872","Werribee",3,"h",491500,"S","Ray","17/03/2018",14.7,1,2,514,151,1980,"Wyndham City Council",-37.88318,144.66005,"Western Metropolitan","16166"
"33873","Werribee",4,"h",580000,"S","Purplebricks","17/03/2018",14.7,2,2,451,192,2000,"Wyndham City Council",-37.90813,144.63034,"Western Metropolitan","16166"
"33874","Werribee",3,"h",430000,"SP","Greg","17/03/2018",14.7,1,2,302,115,1995,"Wyndham City Council",-37.88006,144.65671,"Western Metropolitan","16166"
"33879","West Footscray",4,"h",1230000,"S","Jas","17/03/2018",6.4,2,2,353,160,1935,"Maribyrnong City Council",-37.79175,144.87185,"Western Metropolitan","5058"
"33890","Williamstown",4,"h",1600000,"PI","Williams","17/03/2018",6.8,3,2,509,127,1990,"Hobsons Bay City Council",-37.8621,144.88598,"Western Metropolitan","6380"
"33895","Williamstown",3,"h",1150000,"SP","Williams","17/03/2018",6.8,2,2,330,112,2000,"Hobsons Bay City Council",-37.85714,144.87523,"Western Metropolitan","6380"
"33896","Williamstown",3,"h",1150000,"SP","Williams","17/03/2018",6.8,2,2,270,150,1998,"Hobsons Bay City Council",-37.85681,144.87529,"Western Metropolitan","6380"
"33899","Wollert",3,"h",6e+05,"SP","hockingstuart","17/03/2018",25.5,2,2,360,149,2017,"Whittlesea City Council",-37.6136,144.99863,"Northern Metropolitan","2940"
"33900","Wollert",4,"h",615000,"S","HAR","17/03/2018",25.5,2,2,392,0,2015,"Whittlesea City Council",-37.61252,145.04288,"Northern Metropolitan","2940"
"33901","Wyndham Vale",4,"h",535000,"SP","Sweeney","17/03/2018",27.2,2,2,545,198,2010,"Wyndham City Council",-37.8955,144.61192,"Western Metropolitan","5262"
"33904","Wyndham Vale",3,"h",421000,"S","hockingstuart","17/03/2018",27.2,1,1,259,112,1999,"Wyndham City Council",-37.88721,144.6246,"Western Metropolitan","5262"
"33906","Wyndham Vale",4,"h",510000,"S","hockingstuart","17/03/2018",27.2,2,2,472,168,2010,"Wyndham City Council",-37.88102,144.63138,"Western Metropolitan","5262"
"33907","Yallambie",3,"h",825000,"S","Barry","17/03/2018",12.7,1,1,642,131,1960,"Banyule City Council",-37.72966,145.08211,"Northern Metropolitan","1369"
"33911","Yarraville",3,"h",1125000,"S","Village","17/03/2018",6.3,1,1,294,112,1900,"Maribyrnong City Council",-37.81973,144.89735,"Western Metropolitan","6543"
"33916","Yarraville",3,"h",1200000,"SP","Jas","17/03/2018",6.3,1,0,268,119,1915,"Maribyrnong City Council",-37.81968,144.89142,"Western Metropolitan","6543"
"33922","Albion",2,"h",655000,"S","Douglas","24/02/2018",10.5,1,2,463,97,1950,"Brimbank City Council",-37.78159,144.82373,"Western Metropolitan","2185"
"33923","Albion",3,"t",6e+05,"S","Bells","24/02/2018",10.5,2,2,187,120,2010,"Brimbank City Council",-37.77804,144.81643,"Western Metropolitan","2185"
"33928","Altona Meadows",3,"h",632500,"S","Barry","24/02/2018",15.5,1,4,530,113,1980,"Hobsons Bay City Council",-37.88698,144.78551,"Western Metropolitan","7630"
"33929","Altona North",3,"h",860000,"S","Greg","24/02/2018",9.4,2,2,323,161,2016,"Hobsons Bay City Council",-37.83015,144.85064,"Western Metropolitan","5132"
"33932","Armadale",4,"h",4250000,"PI","Marshall","24/02/2018",6.3,3,2,550,283,1890,"Stonnington City Council",-37.8604,145.01852,"Southern Metropolitan","4836"
"33938","Ascot Vale",3,"h",1080000,"S","Brad","24/02/2018",4.3,2,2,223,137,2010,"Moonee Valley City Council",-37.77748,144.90652,"Western Metropolitan","6567"
"33941","Ashwood",3,"h",1554000,"S","hockingstuart","24/02/2018",10.2,2,4,698,154,1945,"Monash City Council",-37.86131,145.09638,"Southern Metropolitan","2894"
"33942","Ashwood",4,"h",1850000,"S","Buxton","24/02/2018",10.2,3,2,746,164,1960,"Monash City Council",-37.86491,145.09752,"Southern Metropolitan","2894"
"33951","Attwood",4,"h",805000,"PI","Barry","24/02/2018",16.5,2,2,630,269,2000,"Hume City Council",-37.6712,144.87911,"Northern Metropolitan","1130"
"33958","Balaclava",4,"h",1550000,"S","Whiting","24/02/2018",6.4,2,2,467,163,1900,"Port Phillip City Council",-37.87245,144.9976,"Southern Metropolitan","2952"
"33966","Balwyn North",3,"h",1800000,"VB","Marshall","24/02/2018",9.7,1,2,676,140,1950,"Boroondara City Council",-37.79162,145.08315,"Southern Metropolitan","7809"
"33967","Balwyn North",4,"h",1562000,"S","Fletchers","24/02/2018",9.7,2,1,436,160,1930,"Boroondara City Council",-37.80088,145.066,"Southern Metropolitan","7809"
"33983","Beaumaris",4,"h",1800000,"VB","Hodges","24/02/2018",17.3,2,2,1105,251,2005,"Bayside City Council",-37.97677,145.03506,"Southern Metropolitan","5366"
"33984","Bellfield",3,"h",815000,"S","Nelson","24/02/2018",8.8,1,2,612,102,1950,"Banyule City Council",-37.75017,145.03497,"Eastern Metropolitan","790"
"33986","Bentleigh",3,"t",1002500,"S","Jellis","24/02/2018",11.4,2,2,239,119,2010,"Glen Eira City Council",-37.93248,145.04219,"Southern Metropolitan","6795"
"33987","Bentleigh",4,"h",1390000,"S","Buxton","24/02/2018",11.4,2,2,833,158,1920,"Glen Eira City Council",-37.92868,145.0314,"Southern Metropolitan","6795"
"34006","Blackburn North",4,"h",980000,"S","Barry","24/02/2018",13.4,3,2,605,184,1965,"Whitehorse City Council",-37.80394,145.16754,"Eastern Metropolitan","2867"
"34012","Brighton",4,"h",2710000,"S","Biggin","24/02/2018",10.5,2,2,547,216,1905,"Bayside City Council",-37.89538,145.00121,"Southern Metropolitan","10579"
"34020","Brighton",5,"h",3800000,"PI","Buxton","24/02/2018",10.5,2,2,624,438,2000,"Bayside City Council",-37.91852,144.99742,"Southern Metropolitan","10579"
"34038","Brunswick",2,"h",1150000,"SP","Jellis","24/02/2018",5.2,1,2,398,107,1890,"Moreland City Council",-37.76032,144.95981,"Northern Metropolitan","11918"
"34040","Brunswick",3,"h",1035500,"S","McDonald","24/02/2018",5.2,1,0,375,116,1900,"Moreland City Council",-37.76276,144.9535,"Northern Metropolitan","11918"
"34041","Brunswick",3,"h",984000,"PI","Woodards","24/02/2018",5.2,1,2,207,115,1910,"Moreland City Council",-37.76422,144.96888,"Northern Metropolitan","11918"
"34045","Brunswick East",4,"h",2300000,"S","Woodards","24/02/2018",4,2,1,416,241,1915,"Moreland City Council",-37.77766,144.97604,"Northern Metropolitan","5533"
"34050","Brunswick West",3,"h",1290000,"S","Brad","24/02/2018",5.2,1,2,421,126,1930,"Moreland City Council",-37.7676,144.94559,"Northern Metropolitan","7082"
"34051","Brunswick West",3,"h",1211000,"S","Nelson","24/02/2018",5.2,1,2,555,134,1920,"Moreland City Council",-37.76703,144.94235,"Northern Metropolitan","7082"
"34052","Brunswick West",4,"t",950000,"PI","Barry","24/02/2018",5.2,2,2,263,180,2014,"Moreland City Council",-37.75845,144.93448,"Northern Metropolitan","7082"
"34053","Bulleen",3,"h",950000,"PI","Jellis","24/02/2018",10.8,2,2,264,185,1980,"Manningham City Council",-37.76548,145.08535,"Eastern Metropolitan","4480"
"34055","Bulleen",4,"h",1292000,"S","Jellis","24/02/2018",10.8,2,1,733,206,1970,"Manningham City Council",-37.77716,145.09366,"Eastern Metropolitan","4480"
"34056","Bullengarook",4,"h",865000,"S","Raine","24/02/2018",45.9,2,0,42800,180,2000,"Macedon Ranges Shire Council",-37.47154,144.53828,"Northern Victoria","249"
"34057","Bundoora",3,"h",817000,"S","Barry","24/02/2018",12.1,1,2,550,145,1970,"Banyule City Council",-37.6963,145.07767,"Northern Metropolitan","10175"
"34064","Burwood",3,"h",1725000,"S","Ray","24/02/2018",10.4,2,2,766,150,1960,"Monash City Council",-37.849,145.11839,"Southern Metropolitan","5678"
"34075","Camberwell",2,"h",1550000,"VB","Marshall","24/02/2018",7.7,2,2,606,118,1930,"Boroondara City Council",-37.84764,145.09273,"Southern Metropolitan","8920"
"34078","Camberwell",3,"h",1550000,"VB","Marshall","24/02/2018",7.7,2,2,968,172,2007,"Boroondara City Council",-37.82901,145.06714,"Southern Metropolitan","8920"
"34079","Camberwell",4,"h",2700000,"S","The","24/02/2018",7.7,4,4,1071,209,1950,"Boroondara City Council",-37.84136,145.09452,"Southern Metropolitan","8920"
"34080","Camberwell",4,"h",1625000,"S","Jellis","24/02/2018",7.7,2,2,650,187,1940,"Boroondara City Council",-37.84865,145.09152,"Southern Metropolitan","8920"
"34085","Camberwell",5,"h",2650000,"VB","hockingstuart","24/02/2018",7.7,3,6,677,242,1950,"Boroondara City Council",-37.8371,145.09231,"Southern Metropolitan","8920"
"34098","Carnegie",5,"h",1630000,"S","Marshall","24/02/2018",10.1,3,2,743,283,1975,"Glen Eira City Council",-37.89949,145.06272,"Southern Metropolitan","7822"
"34099","Caroline Springs",4,"h",725000,"SP","Barry","24/02/2018",14.8,2,4,736,186,2005,"Melton City Council",-37.71012,144.73487,"Western Metropolitan","7719"
"34107","Caulfield South",4,"h",1605000,"PI","Gary","24/02/2018",8.7,2,2,388,275,2001,"Glen Eira City Council",-37.88957,145.01799,"Southern Metropolitan","5051"
